mutual_fund_name,main_scheme_name,sfin,monthly_aum_value,aum_in_mil,portfolio_data_0,portfolio_data_1,page,table
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Total,0.00%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Money Market,0.57%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Grand Total,100%,26,tbl_0


SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,ASSET CATEGORY,,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Corporate Debt,% of AUM,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,1 7.6450% Lic Housing Fin B & D 21-02-2030 452,4.00%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,2 7.79% HDFC Bank B & D 24-11-2032 AA-013,3.78%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,3 7.38% Bajaj Finance Limited B & D 28-06-2030 Ii,2.74%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,4 7.98% REC LIMITED B & D 30-04-2099 222,1.82%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,5 7.45% Bharti Telecom Limited B & D 15-12-2028 Xxvi,1.80%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,6 7.08% Bajaj Housing Finance Limited B & D 12-06-2030 32 Trn 10 Opt I,1.79%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,7 7.07% Bajaj Finance Limited B & D 21-09-2028 290 Trn-2,1.45%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,8 7.57% Lic Housing Fin B & D 18-10-2029 447,1.30%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,9 7.43% NBFID B & D 04-07-2034,1.29%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,7.69% REC Limited B & D 31-01-2033 218 B,1.27%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Others,41.03%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Total,62.27%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Government Securities,% of AUM,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,1 6.48% Goi Cg 06-10-2035,12.67%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,2 6.68% Goi Cg 07-07-2040,6.38%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,3 6.99% GOI CG 15-12-2051,3.05%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,4 7.24% Goi Cg 18-08-2055,2.60%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,5 6.90% Goi Cg 15-04-2065,2.57%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,6 6.62% GOI CG 28-11-2051,1.94%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,7 7.36% GOI CG 12-09-2052,1.29%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,8 6.79% Goi Cg 02-12-2034 Sgrb,0.91%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,9 6.65% FCI B & D 23-10-2030 GOI,0.67%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,7.09% Fci B & D 13-08-2031 X,0.54%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Others,1.79%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Total,34.41%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Money Market,3.31%,27,tbl_0
SBI Life Insurance Fund,BOND PENSION FUND II,ULIF028300513PENBON2FND111),"29,088.42",,Grand Total,100%,27,tbl_0


SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,ASSET CATEGORY,,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,Corporate Debt,% of AUM,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,1 7.58% Nabard 31-07-2026,2.42%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,2 8.065% Sundaram Fin B & D 22-05-2026 Y 1,2.22%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,3 7.97% MANKIND PHARMA LTD. B & D 16-11-2027,2.04%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,4 7.51% Rec Limited B & D 31-07-2026 221,1.63%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,5 8.90% MUTHOOT FINANCE LIMITED B & D 07-10-2027 37-A OPT I,1.16%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,6 8.857% Shriram Finance Ltd. B & D 02-09-2027,1.04%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,7 8.12% Bajaj Finance Limited B & D 10-09-2027,0.99%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,8 7.98% Bajaj Housing Finance Limited B & D 09-09-2026 31 Trn - 12,0.65%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,Total,12.16%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,1 Government Securities,% of AUM,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,2 0.00% GOI FRB_Gsec 04-10-2028,3.96%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,Total,3.96%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,Money Market,83.88%,28,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND II,ULIF029300513PEMNYM2FND111),"1,532.07",,Grand Total,100%,28,tbl_0


SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,ASSET CATEGORY,,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,Government Securities,% of AUM,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,1 0.00% GOI FRB_Gsec 04-10-2028,9.92%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,2 7.10% GOI CG 18-04-2029,5.34%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,3 7.06% GOI CG 10-04-2028,5.31%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,4 7.04% GOI Cg 03-06-2029,4.79%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,5 7.26% GOI CG 14-01-2029,4.28%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,6 7.37% GOI CG 23-10-2028,4.23%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,7 0.00% GOI FRB_Gsec 22-09-2033,3.90%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,8 364 D TB 21-01-2027,3.51%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,9 6.79% GOI CG 15-05-2027,3.12%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,364 D TB 28-01-2027,2.81%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,Others,35.84%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,Total,83.05%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,Money Market,16.95%,29,tbl_0
SBI Life Insurance Fund,DISCONTINUE PENSION FUND,ULIF025300513PEDISCOFND111),"6,774.53",,Grand Total,100%,29,tbl_0


SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,ASSET CATEGORY,,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,Equity,% of AUM,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,1 Reliance Industries Ltd.,7.79%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,2 Trent Ltd.,4.84%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,3 Larsen & Toubro Ltd.,3.44%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,4 Schaeffler India Limited,3.30%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,5 Bharti Airtel Ltd.,3.07%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,6 Uno Minda Limited,3.02%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,7 Infosys Limited,2.87%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,8 Atul Limited,2.79%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,9 Coromandel International Ltd.,2.70%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,Samvardhana Motherson International Ltd,2.59%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,Others,56.69%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,Total,93.10%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,Money Market,6.90%,30,tbl_0
SBI Life Insurance Fund,PURE FUND,ULIF030290915PUREULPFND111),"1,149.86",,Grand Total,100%,30,tbl_0


SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,ASSET CATEGORY,,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Equity,% of AUM,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,1 Federal Bank Ltd.,2.80%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,2 BSE Limited,2.78%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,3 Ashok Leyland Ltd.,2.24%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,4 AU Small Finance Bank Limited,2.19%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,5 Max Financial Services Limited,1.99%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,6 Cummins India Ltd.,1.96%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,7 HDFC Asset Management Company Ltd,1.90%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,8 Fortis Healthcare Ltd,1.88%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,9 Indus Towers Limited,1.81%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Persistent Systems Limited,1.77%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Others,75.19%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Total,96.51%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Corporate Debt,% of AUM,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,1 Hdfc Liquid Fund - Direct Plan - Growth Option -Fv 1000,0.55%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,2 Sundaram Liquid Fund,0.28%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,3 4 5 SBI Liquid Fund - Direct Plan - Growth,0.03%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,6 Total,0.85%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Money Market,2.64%,31,tbl_0
SBI Life Insurance Fund,MIDCAP FUND,ULIF031290915MIDCAPFUND111),"55,034.74",,Grand Total,100%,31,tbl_0


SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,ASSET CATEGORY,,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Equity,% of AUM,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,1 HDFC Bank Ltd.,1.94%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,2 ICICI Bank Ltd,1.65%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,3 Reliance Industries Ltd.,1.31%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,4 Larsen & Toubro Ltd.,0.87%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,5 Bharti Airtel Ltd.,0.77%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,6 Infosys Limited,0.76%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,7 Axis Bank Ltd.,0.72%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,8 Mahindra & Mahindra Ltd.,0.63%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,9 NTPCLimited,0.42%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Tata Steel Ltd.,0.38%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Others,9.41%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Total,18.86%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Corporate Debt,% of AUM,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,1 7.44% PFC B & D 15-01-2030 247 A,3.19%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,2 7.65% Tata Steel B & D 21-02-2030,2.64%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,3 7.66% Lic Housing Fin B & D 11-12-2029 451,2.34%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,4 7.26% Ntpc Limited B & D 20-03-2040 82-2040,1.98%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,5 8.80% REC Limited B & D 22-01-2029 GOI-Vi,1.62%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,6 7.68% BOB B & D 01-12-2033 XX-II,1.57%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,7 7.92% Tata Capital Housing Finance Limited B & D 07-07-2034,1.56%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,8 8.78% MUTHOOT FINANCE LIMITED B & D 04-10-2029 38-A OPT I,1.43%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,9 7.93% Tata Power Renewable Energy Limited B & D 26-06-2034 Ii,1.27%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,7.75% HDFC Bank B & D 13-06-2033 Us-006,1.10%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Others,26.94%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Total,45.64%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Government Securities,% of AUM,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,1 6.68% Goi Cg 07-07-2040,5.92%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,2 7.24% Goi Cg 18-08-2055,4.58%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,3 6.48% Goi Cg 06-10-2035,3.60%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,4 7.10% GOI CG 08-04-2034,2.93%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,5 7.34% GOI CG 22-04-2064,1.99%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,6 7.09% GOICg 05-08-2054,1.94%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,7 7.19% Gujrat Sdl 10-12-2033 Sgs,1.54%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,8 7.18% Maharashtra Sdl 10-09-2033 Sgs,1.54%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,9 7.06% Gujrat Sdl 08-10-2033 Sgs,1.53%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,6.62% GOI CG 28-11-2051,1.27%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Others,5.88%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Total,32.72%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Money Market,2.77%,32,tbl_0
SBI Life Insurance Fund,BOND OPTIMISER FUND,ULIF032290618BONDOPTFND111),"3,237.68",,Grand Total,100%,32,tbl_0


SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,ASSET CATEGORY,,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Corporate Debt,% of AUM,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,1 7.68% BOB B & D 01-12-2033 XX-II,4.97%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,2 7.97% MANKIND PHARMA LTD. B & D 16-11-2027,3.15%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,3 7.44% PFC B & D 15-01-2030 247 A,2.71%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,4 8.85% Muthoot Finance Limited B & D 20-12-2028 30-A Opt I,2.50%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,5 8.0208% Aditya Birla Capital Limited B & D 18-02-2030 L3,2.48%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,6 7.75% Lic Housing Fin B & D 23-08-2029 444,2.47%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,7 7.725% L&T B & D 28-04-2028,2.47%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,8 7.80% The Ramco Cements Limited 12-09-2028,2.45%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,9 7.60% Torrent Pharmaceuticals Limited B & D 19-01-2029 Ii,2.45%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,7.45% Bharti Telecom Limited B & D 15-12-2028 Xxvi,2.44%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Others,53.40%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Total,81.49%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Government Securities,% of AUM,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,1 6.48% Goi Cg 06-10-2035,10.50%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,2 7.49% Hariyana Sdl 27-03-2035 Sgs,1.47%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,3 7.18% Maharashtra Sdl 10-09-2033 Sgs,0.97%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,4 7.71% Gujrat SDL 01-03-2033,0.50%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,5 7.60% FCI B & D 09-01-2030 Vii A,0.49%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,6 6.61% Gujrat Sdl 07-05-2032 Sgs,0.48%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,7 7.62% GOI CG 15-09-2039,0.26%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,8 7.23% Tamil Nadu Sdl 12-03-2055 Sgs,0.19%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,9 7.24% Goi Cg 18-08-2055,0.04%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Others,0.00%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Total,14.89%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Money Market,3.62%,33,tbl_0
SBI Life Insurance Fund,CORPORATE BOND FUND,ULIF033290618CORBONDFND111),"1,025.07",,Grand Total,100%,33,tbl_0


SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,ASSET CATEGORY,,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,Equity,% of AUM,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,1 HDFC Bank Ltd.,7.21%,34,tbl_0
